NHS Board / Practice Code,No. of GPs,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Postcode,Telephone Number,List Size
62967,4,Branchalwood Medical Practice,Houldsworth Centre,Kenilworth Avenue,Wishaw,ML2 7LP,01698 372888,6029
62986,3,Dr CP Macfarlane & Partners,Shotts Health Centre,36 Station Road,Shotts,ML7 4DS,01501 822099,4714
62991,1,Rosehall Surgery,269 Station Road,Dykehead,Shotts,ML7 4AR,01501 824990,2410
63033,6,Calderside Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698 828868,6997
63052,4,Dr MV Church & Partners,Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698 826331,5085
63118,9,Bothwell Medical Centre,3 Uddingston Road,Bothwell,Lanarkshire,G71 8ET,01698 852299,10086
63231,8,Mavor Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355 573790,8049
63245,8,Kirkview Medical Practice,Hunter Community Health Centre,Andrew Street,East Kilbride,G74 1AD,01355 575630,7292
63250,5,Kittoch Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355 271080,7471
63264,5,Huntergreen Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355 578030,7248
63279,7,Dr I A Hathorn & Partners,Greenhills Health Centre,20 Greenhills Square,East Kilbride,G75 8TT,01355 236331,10127
63283,3,Kilbryde Medical Practice,Hunter Health Community Centre,Andrew Street,East Kilbride,G74 1AD,01355 906644,4075
63298,4,Calderglen Medical Practice,Hunter Health Centre,Andrew Street,East Kilbride,G74 1AD,01355 572770,5993
63301,9,Dr T M Bonnes & Partners,The Murray Surgery,50 The Murray Road,East Kilbride,G75 0RT,01355 225374,10680
63320,1,Dr H Mcneil,Alison Lea Medical Centre,Pollock Lane,Calderwood,G74 3HW,01355 261666,2974
63334,3,Auchinraith Medical Practice,Blantyre Health Centre,64 Victoria Street,Blantyre,G72 0BS,01698 823260,4955
63419,5,Burnbank Medical Centre,18 Burnbank Centre,Hamilton,Lanarkshire,ML3 0NQ,01698 286555,7873
63423,7,Dr M M Herbert & Partners,Portland Park Medical Centre,51 Portland Park,Hamilton,ML3 7JY,01698 284353,6617
63438,7,Dr J Fulton & Partners,Wellhall Medical Centre,4 Hillhouse Road,HAMILTON,ML3 9TZ,01698 285818,10811
63442,4,Oak Lodge,32 Miller Street,Hamilton,Lanarkshire,ML3 7EN,01698 282350,7017
63457,4,Douglas Street Surgery,1 Douglas Street,Hamilton,Lanarkshire,ML3 0DR,01698 286262,7467
63461,4,Dr K G Irvine & Partners,53 Burnbank Road,Hamilton,Lanarkshire,ML3 9AQ,01698 281407,7598
63476,5,Dr SL Russell & Partners,Cadzow Health Centre,187 Low Waters Road,Hamilton,ML3 7QQ,01698 327028,5031
63481,4,Dr JM Simpson & Partners,Low Waters Medical Centre,11 Mill Road,Hamilton,ML3 8AA,01698 283626,7345
63508,6,Calderlea Surgery,Alison Lea Medical Centre,Calderwood,East Kilbride,G74 3HW,01355 578009,5820
63512,1,Dr N Balkrishna,4-6 Gallowhill,Larkhall,Lanarkshire,ML9 1EX,01698 884082,1749
63527,4,The Surgery,75 Union Street,Larkhall,Lanarkshire,ML9 1DZ,01698 882105,9803
63546,5,Macinnes Medical Centre,60/64 High Street,Newarthill,Lanarkshire,ML1 5JU,01698 860246,7857
63616,9,The Avon Medical Centre,1 Academy Street,Larkhall,Lanarkshire,ML9 2BJ,01698 552930,12223
63724,3,Strathaven Medical Practice,Strathaven Health Centre,The Ward,Strathaven,ML10 6AS,01357 522993,5532
63739,7,Avondale Medical Practice,Strathaven Medical Centre,The Ward,Strathaven,ML10 6AS,01357 529595,6276
63813,7,Lincluden Medical Centre,82 Bellshill Road,Uddingston,0,G71 7NE,01698 813873,8065
63828,6,Old Mill Surgery,Viewpark Health Centre,119 Burnhead Street,"Viewpark, Lanarkshire",G71 5SU,01698 815111,8666
63832,3,Viewpark Health Centre,119 Burnhead Street,Viewpark,Uddingston,G71 5RR,01698 813753,2876
63902,1,Calder Valley Surgery,Houldsworth Centre,Kenilworth Avenue,"Wishaw, Lanarkshire",ML2 7LP,01698 356420,1966
63917,4,Medwyn Medical Practice,The Health Centre,7 Biggar Road,Carnwath,ML11 8HJ,01555 840214,5881
65931,1,Challenging Patients Service,c/o Blantyre Health Centre,Victoria Street,Blantyre,G72 0BS,01698 727539,26
LOTHIAN,878, , , , , , , 
70037,3,"Drs Ayles,  Rigg & Seagrave",Hermitage Medical Practices,5-6 Hermitage Terrace,Edinburgh,EH10 4RP,0131 447 6277,3461
70075,8,Braids Medical Practice,6 Camus Avenue,Edinburgh,0,EH10 6QT,0131 445 5999,9633
70094,9,The Green Practice,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 260 9227,8310
70107,3,Leven Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536 9700,6241
70111,10,Parkgrove & East Craigs Medical Centre,10 Bughtlin Market,East Craigs,Edinburgh,EH12 8XP,0131 339 6670,10389
70126,5,Southfield Medical Practice,132 Mountcastle Drive South,Edinburgh,0,EH15 3LL,0131 549 7340,3511
70131,11,Colinton Surgery,296b Colinton Road,Edinburgh,0,EH13 0LB,0131 441 4555,11091
70164,6,Ferniehill Surgery,8 Ferniehill Road,Edinburgh,0,EH17 7AB,0131 664 2166,6642
70179,8,Leith Walk Surgery,60 Leith Walk,Edinburgh,0,EH6 5HB,0131 554 6471,8245
70198,7,Niddrie Medical Practice,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 536 9595,3155
70215,11,Craigmillar Medical Group,Craigmillar Medical Centre,106 Niddrie Mains Road,Edinburgh,EH16 4DT,0131 322 2111,8737
70220,14,Ladywell Medical Centre (West),Ladywell Road,Edinburgh,0,EH12 7TB,0131 334 3602,11037
70234,9,The Long House Surgery,The Long House,73 East Trinity Road,Edinburgh,EH5 3EL,0131 552 4919,7941
70253,12,Whinpark Medical Practice,Whinpark Medical Centre,6 Saughton Road,Edinburgh,EH11 3RA,0131 455 7999,10813
70268,5,Brunton Place Surgery,9 Brunton Place,Edinburgh,0,EH7 5EG,0131 557 5545,8251
70272,6,Dr Steve Allan & Partners,Bangholm Medical Centre,Bangholm Loan,Edinburgh,EH5 3AH,0131 552 7676,8345
70291,7,Inchpark Surgery,10 Marmion Crescent,Edinburgh,0,EH16 5QU,0131 666 2121,5685
70319,10,West End Medical Practice,36 Manor Place,Edinburgh,0,EH3 7EB,0131 225 5220,9182
70323,12,Bruntsfield Medical Practice,11 Forbes Road,Edinburgh,0,EH10 4EY,0131 228 6081,12015
70357,5,Inverleith Medical Practice,43 Inverleith Row,Edinburgh,0,EH3 5PY,0131 552 3369,4267
70361,10,Ladywell Medical Centre (East),26 Featherhall Avenue,Edinburgh,0,EH12 7UN,0131 334 5000,10906
70376,7,Liberton Medical Group,65 Liberton Gardens,Edinburgh,0,EH16 6JT,0131 664 3050,6780
70381,12,Mackenzie Medical Centre,20 West Richmond Street,Edinburgh,0,EH8 9DX,0131 667 2955,6643
70408,8,Dr Wilson & Partners,Stockbridge Health Centre,1 India Place,Edinburgh,EH3 6EH,0131 225 9191,9341
70412,8,Grange Medical Group,1 Beaufort Road,Edinburgh,0,EH9 1AG,0131 447 1646,7516
70427,10,Milton Surgery,132 Mountcastle Drive South,Edinburgh,0,EH15 3LL,0131 549 7300,7653
70451,3,Meadows Medical Practice,9 Brougham Place,Edinburgh,0,EH3 9HW,0131 229 7709,4123
70470,4,Dalkeith Road Medical Practice,145 Dalkeith Road,Edinburgh,0,EH16 5HQ,0131 667 1289,3609
70499,5,Dr Gray & Partners,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556 8196,6310
70501,7,Murrayfield Medical Practice,13b Riversdale Crescent,Edinburgh,0,EH12 5QX,0131 337 6151,6881
70516,4,Gracemount Medical Practice,24 Gracemount Drive,Edinburgh,0,EH16 6RN,0131 664 2377,7437
70521,3,The Hopetoun Practice,Bellevue Medical Centre,26 Huntingdon Place,Edinburgh,EH7 4AT,0131 556 2642,6846
70535,5,Blackhall Medical Centre,51 Hillhouse Road,Edinburgh,0,EH4 3TH,0131 332 7696,6550
70569,9,Restalrig Park Medical Centre,40 Alemoor Crescent,Edinburgh,0,EH7 6UJ,0131 454 2110,6068
70573,10,Crewe Medical Centre,135 Boswall Parkway,Edinburgh,0,EH5 2LY,0131 552 5544,9309
70588,5,The Southern Medical Group,322 Gilmerton Road,Edinburgh,0,EH17 7PR,0131 664 2148,7139
70592,15,University Health Service,6 Bristo Square,Edinburgh,0,EH8 9AL,0131 650 2777,21786
70605,6,Durham Road Medical Group,25 Durham Road,Edinburgh,0,EH15 1NY,0131 669 1153,4936
70610,10,Craiglockhart Medical Group,Craiglockhart Surgery,161 Colinton Road,Edinburgh,EH14 1BE,0131 455 8494,9470
70639,12,Dr L Taylor & Partners,Conan Doyle Medical Centre,4 Nether Liberton Lane,Edinburgh,EH16 5TY,0131 666 5160,10172
70643,4,"Drs Donaldson, Morris, Larkin & Gibson",Hermitage Medical Practice,5-6 Hermitage Terrace,Edinburgh,EH10 4RP,0131 447 6277,3493
70658,8,The Baronscourt Medical Partnership,89 Northfield Broadway,Edinburgh,0,EH8 7RX,0131 657 5444,7251
70662,17,Muirhouse Medical Group,Muirhouse Medical Centre,1 Muirhouse Avenue,Edinburgh,EH4 4PL,0131 537 4343,13271
70709,3,Davidson's Mains Medical Centre,5 Quality Street,Davidsons Mains,Edinburgh,EH4 5BP,0131 336 2291,5433
70747,6,Summerside Medical Practice,Summerside Medical Centre,29b Summerside Place,Edinburgh,EH6 4NY,0131 554 3533,6343
70766,1,Marchmont Medical Practice,10 Warrender Park Terrace,Edinburgh,0,EH9 1JA,0131 229 6314,2446
70785,11,St Triduana's Medical Practice,St Triduanas Medical Practice,54 Moira Park,Edinburgh,EH7 6RU,0131 657 3341,11293
70790,7,Morningside Medical Practice,2 Morningside Place,Edinburgh,0,EH10 5ER,0131 452 8406,8008
70841,4,St Leonard's Medical Centre,145 Pleasance,Edinburgh,0,EH8 9RU,0131 668 4547,6348
70893,3,Southside Surgery,17 Bernard Terrace,Edinburgh,0,EH8 9NU,0131 667 2240,5377
70906,3,"Drs Sharpe, Putta & Burns Practice",Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 537 7040,3087
70911,12,Sighthill Green Medical Practice,Sighthill Health Centre,Calder Road,Edinburgh,EH11 4AU,0131 537 7060,8710
70925,4,Riccarton General Practice,Heriot-Watt University Medical Centre,Riccarton,Edinburgh,EH14 4AS,0131 451 3010,9933
70930,12,The Pentlands Medical Practice,Pentland Medical Centre,44 Pentland View,Currie,EH14 5QB,0131 449 2142,12872
70959,1,Dr Guy Johnson and Dr Helga Rhein,Dr G Johnson & Dr H  Rhein,Sighthill Health Centre,Calder Road,EH11 4AU,0131 537 7030,1551
70963,4,Edinburgh Access Practice,The Access Point,17&23 Leith Street,Edinburgh,EH1 3AT,0131 240 2810,593
70978,10,Wester Hailes Medical Practice,Wester Hailes Healthy Living Centre,30 Harvesters Way,Edinburgh,EH14 3JF,0131 453 9250,7263
70982,5,The Victoria Practice,Leith Community Treatment Centre,12 Junction Place,Edinburgh,EH6 5JA,0131 465 2950,3530
70997,7,Slateford Medical Practice,27 Gorgie Park Close,Edinburgh,0,EH14 1NQ,0131 442 8700,9138
71011,3,Polwarth Surgery,72 Polwarth Gardens,Edinburgh,0,EH11 1LL,0131 229 5914,5001
71025,6,Murrayfield Medical Centre,35 Saughton Crescent,Edinburgh,0,EH12 5SS,0131 337 2166,7265
71082,9,Springwell Medical Group,Springwell Medical Centre,39 Ardmillan Terrace,Edinburgh,EH11 2JL,0131 347 1860,10812
71097,7,The Firrhill Medical Centre,167 Colinton Mains Drive,Edinburgh,0,EH13 9AF,0131 441 3119,4969
71114,11,Leith Mount Surgery,2 Lindsay Street,Edinburgh,0,EH6 4EG,0131 554 2958,10727
71129,9,Cramond Medical Practice,2 Cramond Glebe Road,Edinburgh,0,EH4 6NS,0131 336 5432,8877
71171,1,Challenging Behaviour General Practice,Boroughloch Medical Centre,1 Meadow Place,Edinburgh,EH9 1JZ,0131 229 7529,39
71222,6,Gilmore Medical Practice,Tollcross Health Centre,Ponton Street,Edinburgh,EH3 9QQ,0131 536 9800,7283
71326,10,The Group Practice - Eyre,31 Eyre Crescent,Edinburgh,0,EH3 5EU,0131 556 8842,9703
71364,6,Mill Lane Surgery,4 Mill Lane,Edinburgh,0,EH6 6TL,0131 554 1274,6061
71379,2,Boroughloch Medical Practice,1 Meadow Place,Edinburgh,0,EH9 1JZ,0131 229 7529,3301
71398,7,Links Medical Centre,4 Hermitage Place,Edinburgh,0,EH6 8BW,0131 554 1036,5454
76000,8,Tyne Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620 823183,5924
76029,5,Gullane Medical Practice,Gullane Medical Centre,Hamilton Road,Gullane,EH31 2HP,01620 842171,5206
76033,8,Riverside Medical Practice,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,0131 446 4171,9752
76048,5,Eskbridge Medical Practice,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,0131 446 4030,8835
76052,11,The Harbours Medical Practice,The Health Centre,Avenue Road,"Cockenzie, East Lothian",EH32 0JU,01875 811501,9977
76071,5,Lammermuir Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,0162 082 5051,4617
76086,5,Whitesands Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368 863226,4483
76103,5,The Orchard Medical Practice,Newton Port Surgery,Newton Port,Haddington,EH41 3NF,01620 825497,4717
76122,8,Prestonpans Group Practice,Prestonpans Health Centre,Preston Road,Prestonpans,EH32 9QS,01875 810736,8677
76137,9,North Berwick Group Practice,North Berwick Health Centre,54 St. Baldred's Road,North Berwick,EH39 4PU,01620 892169,8214
76141,10,Inveresk Medical Practice,Musselburgh Primary Care Centre,Inveresk Road,Musselburgh,EH21 7BP,0131 446 4003,8780
76161,4,Lauderdale Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368 861435,3627
76180,3,Cromwell Harbour Medical Practice,Dunbar Medical Centre,Queens Road,Dunbar,EH42 1EE,01368 861401,3957
76194,3,East Linton Surgery,The Surgery,Station Road,East Linton,EH40 3DP,01620 860204,2695
76211,5,Ormiston Medical Practice,Tynemount Road,Ormiston,0,EH35 5AB,01875 610248,3190
76226,12,Tranent Medical Practice,The Health Centre,Loch Road,Tranent,EH33 2JX,01875 610697,14092
77036,8,Eastfield Medical Practice,Eastfield Farm Road,Penicuik,0,EH26 8EZ,01968 675576,5356
77055,8,Dalhousie Medical Practice,The Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 537 9844,8118
77074,4,Quarryfoot Practice,Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 537 9828,5104
77089,1,Ratho Surgery,11 Baird Road,Ratho,Newbridge,EH28 8RA,0131 333 1062,2240
77093,6,Roslin Medical Practice,122 Penicuik Road,Roslin,0,EH25 9NT,0131 440 2043,5567
77106,13,Newbattle Medical Practice,Blackcot,Mayfield,Midlothian,EH22 4AA,0131 663 1051,16153
77111,15,Penicuik Medical Practice,The Health Centre,37 Imrie Place,Penicuik,EH26 8LF,01968 672612,11502
77125,6,Pathhead Medical Practice,Pathhead Medical Centre,210 Main Street,Pathhead,EH37 5PP,01875 320302,5265
77159,7,Newbyres Medical Group,15 Hunterfield Road,Gorebridge,0,EH23 4TP,01875 820405,8675
77197,6,Dalkeith Medical Practice,The Health Centre,24-26 St Andrew Street,Dalkeith,EH22 1AP,0131 561 5500,9734
77200,3,Danderhall Medical Practice,The Robertson Medical Centre,85 Newton Church Street,Danderhall,EH22 1LX,0131 654 1079,3110
77271,8,Strathesk Medical Group,Health Centre,109-111 High Street,Bonnyrigg,EH19 2ET,0131 537 9977,8621
77286,4,"Loanhead Practice, Sutherland House",209 Mayburn Avenue,Loanhead,0,EH20 9ER,0131 440 0149,4817
78010,8,Carmondean Medical Group,Carmondean Centre,Livingston,West Lothian,EH54 8PY,01506 836300,9606
78024,10,East Calder Medical Practice,East Calder Health Centre,147 Main Street,East Calder,EH53 0EW,01506 882882,11479
78043,2,Breich Valley Medical Practice,Fauldhouse Partnership Centre,Lanrigg Road,Fauldhouse,EH47 9JD,01501 773020,4881
78062,8,Ferguson Medical Practice,The Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506 771700,6056
78077,6,Newland Medical Practice,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506 655155,8452
78109,3,Braehead Medical Practice,Fauldhouse Partnership Centre,Lanrigg Road,Fauldhouse,EH47 9JD,01501 773045,3064
78113,7,Linden Medical Practice,Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506 771771,6531
78128,8,Kingsgate Medical Practice,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506 653134,8610
78132,7,Simpson Medical Group,Bathgate Primary Care Centre,Whitburn Road,Bathgate,EH48 2SS,01506 654444,8474
78147,7,West Calder Medical Practice,West Calder Medical Centre,65 West End,West Calder,EH55 8EJ,01506 874300,9028
78166,11,Linlithgow Group Medical Practice,Linlithgow Health Centre,288 High Street,Linlithgow,EH49 7ER,01506 670027,15865
78171,11,South Queensferry Medical Practice,41 The Loan,South Queensferry,0,EH30 9HA,0131 537 4407,11376
78185,5,Blackridge Health Centre,Fleming Place,Blackridge,0,EH48 3SS,01501 751238,2609
78190,8,Whitburn Group Medical Practice,Whitburn Health Centre,1 Weavers Lane,Whitburn,EH47 0SD,01501 740297,12042
78241,7,Armadale Group Practice,18 North Street,Armadale,West Lothian,EH48 3QB,01501 730432,13291
78255,8,Howden Health Centre,Howden Road West,Livingston,West Lothian,EH54 6TP,01506 423800,12419
78260,10,Dedridge Medical Group,Dedridge Health Centre,"Nigel Rise, Dedridge",Livingston,EH54 6QQ,01506 414586,10336
78306,8,The Wood Medical Practice,The Strathbrock Partnership Centre,189a West Main Street,Broxburn,EH52 5LH,01506 771800,7511
78311,9,The Craigshill Partnership,Craigshill Health Centre,Craigshill Road,Livingston,EH54 5DY,01506 432621,8613
78325,7,Deans & Eliburn Medical Practice,Carmondean Centre,Livingston,West Lothian,EH54 8PY,01506 836 333,11492
78330,7,Ashgrove Group Practice,Ashgrove,Blackburn,West Lothian,EH47 7LL,01506 657130,6758
78344,8,Murieston Medical Practice,Hamilton Square,Murieston South,Livingston,EH54 9JZ,01506 461464,5016
78359,5,Almond Group Practice,Winchburgh Health Centre,Niddry Road,Winchburgh,EH52 6RX,01506 890210,2968
ORKNEY,33, , , , , , , 
38012,8,Skerryvore Practice,New Scapa Road,Kirkwall,Orkney,KW15 1BX,01856 888240,7949
38027,4,Stromness Surgery,John Street,Stromness,Orkney,KW16 3AD,01856 850205,3015
38051,2,Daisy Villa,St. Margaret's Hope,Orkney,0,KW17 2SN,01856 831206,1453
38205,4,Heilendi Practice,Scapa Crescent,Kirkwall,Orkney,KW15 1RL,01856 872388,3850
38210,4,Dounby Surgery,Dounby,Orkney,0,KW17 2HH,01856 771209,2779
38239,11,Orcades Practice,Orkney Health and Care,"Attic Offices, Balfour Hospital",Kirkwall,KW15 1BH,01856 888022,1886
SHETLAND,36, , , , , , , 
39015,3,Yell Health Centre,Reafirth,Mid Yell,Shetland,ZE2 9BX,01957 702127,1060
39020,3,Whalsay Health Centre,Symbister,Whalsay,Shetland,ZE2 9AE,01806 566219,1106
39034,1,Hillswick Health Centre,West Ayre,Hillswick,Shetland,ZE2 9RW,01806 503277,778
39049,2,Brae Medical Practice,Brae,Shetland,0,ZE2 9QJ,01806 522543,2492
39053,3,Walls Health Centre,Walls,Shetland,0,ZE2 9PS,01595 809352,746
39068,4,Bixter Health Centre,Bixter,Shetland,0,ZE2 9NA,01595 810202,1167
39072,2,Levenwick Medical Practice,Gord,Levenwick,Shetland,ZE2 9HX,01950 461222,2677
39087,6,Scalloway Health Centre LLP,Scalloway,Shetland,0,ZE1 0UH,01595 880219,3558
39091,11,Lerwick Health Centre,South Road,Lerwick,Shetland,ZE1 0RZ,01595 693201,8894
39161,1,Unst Health Centre,Baltasound,Unst,0,ZE2 9DY,01957 711318,598
TAYSIDE,377, , , , , , , 
10002,6,Muirhead Medical Centre,Liff Road,Muirhead,0,DD2 5NH,01382 580264,7427
10017,10,The Blue Practice,Crieff Medical Centre,King Street,Crieff,PH7 3SA,01764 652283,6855
10036,7,Aberfeldy And Kinloch Rannoch Medical Practice,Taybridge Road,Aberfeldy,Perthshire,PH15 2BL,01887 820366,4541
10106,6,Grove Health Centre,129 Dundee Road,Broughty Ferry,Dundee,DD5 1DU,01382 778881,5890
10125,3,Alyth Health Centre,New Alyth Road,Alyth,0,PH11 8EQ,01828 632317,4122
10182,9,Arbroath Medical Centre,7 Hill Place,Arbroath,0,DD11 1AD,01241 431144,9542
10233,5,Abbey Health Centre,East Abbey Street,Arbroath,0,DD11 1EN,01241 872692,6290
10286,3,"East Practice, Springfield Medical Centre",30 Ponderlaw Street,Arbroath,0,DD11 1ES,01241 870311,4352
10322,5,"West Practice, Springfield Medical Centre",30 Ponderlaw Street,Arbroath,0,DD11 1ES,01241 870307,7004
10361,8,St Margaret's Health Centre,St Margarets Drive,Auchterarder,0,PH3 1JH,01764 662614,9283
10407,9,Ardblair Medical Practice,Ann Street,Blairgowrie,Perthshire,PH10 6EF,01250 872033,7816
10445,3,Strathmore Surgery,Jessie Street,Blairgowrie,Perthshire,PH10 6BT,01250 872552,3247
10498,3,Brechin Medical Practice,Brechin Health Centre,Infirmary Street,Brechin,DD9 7AN,01356 624411,9410
10553,2,Bridge Of Earn Surgery,Main Street,Bridge Of Earn,Perth,PH2 9PN,01738 812000,3240
10638,13,Carnoustie Medical Group,Parkview  Primary Care Centre,Barry Road,Carnoustie,DD7 7RB,01241 859888,13085
10708,3,Comrie Medical Centre,Strowan Road,Comrie,Perthshire,PH6 2EP,01764 670217,2448
10751,2,Coupar Angus Medical Centre,Candlehouse Lane,Coupar Angus,Perthshire,PH13 9DD,01828 627318,2854
10799,3,Coupar Angus Medical Centre,Candlehouse Lane,Coupar Angus,Perthshire,PH13 9DD,01828 627312,2988
10835,5,The Red Practice,Crieff Medical Centre,King Street,Crieff,PH7 3SA,01764 652456,4216
11005,3,Park Avenue Medical Centre,Park Avenue,Dundee,0,DD4 6PP,01382 462222,5164
11058,4,Tay Court Surgery,50 South Tay Street,Dundee,0,DD1 1PF,01382 228228,7062
11096,5,Ancrum Medical Centre,12 Ancrum Road,Dundee,0,DD2 2HZ,01382 669500,4482
11128,10,Taybank Medical Centre,10 Robertson Street,Dundee,0,DD4 6EL,01382 461588,8869
11166,5,Coldside Medical Practice,129 Strathmartine Road,Dundee,0,DD3 8DB,01382 880900,8194
11171,11,Westgate Medical Practice,Westgate Health Centre,Charleston Drive,Dundee,DD2 4AD,01382 668189,10504
11289,7,Princes Street Surgery,155 Princes Street,Dundee,0,DD4 6DG,01382 461090,7028
11306,7,Broughty Family Healthcare,103 Brown Street,Broughty Ferry,Dundee,DD5 1EP,01382 731331,9123
11363,9,Hawkhill Medical Centre,Hawkhill,Dundee,0,DD1 5LA,01382 669589,11523
11382,7,Family Medical Group,"Green Wing, Wallacetown Health Centre",Lyon Street,Dundee,DD4 6RB,01382 459519,10001
11414,4,Ryehill Medical Practice,St Peter Street,Dundee,0,DD1 4JH,01382 644466,5110
11486,6,Erskine Practice,Arthurstone Medical Centre,39 Arthurstone Terrace,Dundee,DD4 6QY,01382 458333,7140
11645,11,Mill Practice,Arthurstone Medical Practice,39 Arthurstone Terrace,Dundee,DD4 6QY,01382 456700,9114
11650,5,Terra Nova Medical Practice LLP,Terra Nova House,43 Dura Street,Dundee,DD4 6SW,01382 451100,6024
11823,8,Downfield Surgery,325 Strathmartine Road,Dundee,0,DD3 8NE,01382 812111,8108
11861,4,Hillbank Health Centre,1a Constitution Street,Dundee,0,DD3 6NF,01382 221976,8531
11931,7,Maryfield Medical Centre,28 Mains Loan,Dundee,0,DD4 7AA,01382 462292,7737
12210,8,Ancrum Medical Centre,12 Ancrum Road,Dundee,0,DD2 2HZ,01382 669316,3329
12281,7,Nethergate Medical Centre,2 Tay Square,Dundee,0,DD1 1PB,01382 221527,8956
12831,2,Lochee Health Centre,1 Marshall Street,Dundee,0,DD2 3BR,01382 611283,4729
12901,3,Whitfield Surgery,The Crescent,71 Lothian Crescent,Dundee,DD4 0HJ,01382 432030,2010
12991,1,Stobswell Medical Centre,163 Albert Street,Dundee,0,DD4 6PX,01382 461363,2442
13049,4,Craigvinean Surgery,Little Dunkeld,Dunkeld,0,PH8 0AD,01350 727269,3870
13091,2,Edzell Health Centre,High Street,Edzell,0,DD9 7TA,01356 648209,2062
13142,3,The Carse Medical Practice,The Rowans,High Street,Errol,PH2 7QJ,01821 642248,2798
13195,4,Ravenswood Surgery,New Road,Forfar,0,DD8 2AE,01307 463558,3391
13231,8,Academy Medical Centre,Academy Street,Forfar,0,DD8 2HA,01307 462316,10744
13284,5,Lour Road Group Practice,3 Lour Road,Forfar,0,DD8 2AS,01307 463122,5930
13335,2,Friockheim Health Centre,Westgate,Friockheim,0,DD11 4TX,01241 828444,3348
13369,3,Invergowrie Medical Practice,30 Errol Road,Invergowrie,0,DD2 5AD,01382 562271,1771
13481,7,St Serf's Practice,Loch Leven Health Centre,Muirs,Kinross,KY13 8FP,01577 862112,9503
13496,3,Orwell Practice,Loch Leven Health Centre,Muirs,Kinross,KY13 8FP,01577 862112,3114
13532,7,Kirriemuir Medical Practice,Tannage Brae,Kirriemuir,Angus,DD8 4ES,01575 573333,8674
13571,9,Monifieth Health Centre,Victoria Street,Monifieth,0,DD5 4LX,01382 534301,9081
13621,6,Townhead Practice,Links Health Centre,Frank Wood Way,Montrose,DD10 8TY,01674 676161,6737
13660,4,Castlegait Surgery,Links Health Centre,Frank Wood Way,Montrose,DD10 8TY,01674 672554,4748
13706,6,Annat Bank Practice,Links Health Centre,Frank Wood Way,Montrose,DD10 8TY,01674 673400,5986
13848,6,Kings Practice,Glover Street Medical Centre,133 Glover Street,Perth,PH2 0JB,01738 621844,6294
13891,7,"Green Practice, Whitefriars Surgery",Whitefriars Street,Perth,0,PH1 1PP,01738 627912,8900
13941,7,Victoria Practice,Glover Street Medical Centre,133 Glover Street,Perth,PH2 0JB,01738 639748,10576
13975,3,"Mauve Practice, Drumhar Health Centre",North Methven Street,Perth,0,PH1 5PD,01738 622421,3806
14037,13,The Taymount Surgery,1 Taymount Terrace,Perth,0,PH1 1NU,01738 627117,12917
14249,8,"Red Practice, Whitefriars Surgery",Whitefriars Street,Perth,0,PH1 1PP,01738 625842,6562
14291,7,Perth City Medical Centre,Caledonian Road,Perth,0,PH2 8HH,01738 628234,9109
14342,5,"Yellow Practice, Drumhar Health Centre",North Methven Street,Perth,0,PH1 5PD,01738 621726,6508
14501,6,Atholl Medical Centre,Ferry Road,Pitlochry,Perthshire,PH16 5FG,01796 472558,4779
14569,3,Stanley Medical Centre,43 Shielhill Place,Stanley,Perthshire,PH1 4NN,01738 828294,3874
WESTERN ISLES,30, , , , , , , 
90031,9,The Group Practice,Springfield Road,Stornoway,Isle Of Lewis,HS1 2PS,01851703145,7981
90098,2,North Harris Medical Practice,The Surgery,Tarbert,Isle Of Harris,HS3 3BG,01859 502421,1220
90101,2,South Harris Medical Practice,Ferry Road,Leverburgh,Isle Of Harris,HS5 3UA,01859 520278,572
90115,2,North Uist Medical Practice,The Surgery,Lochmaddy,Isle Of North Uist,HS6 5AE,01876 500333,1372
